StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,pol_affiliation_1,driving_ability_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO
2023-04-06 16:09:37,2023-04-06 16:12:40,0,174.27.15.128,100,183,1,2023-04-06 16:12:41,R_6Kz7Bf79c2pJk3f,,,,,43.6339,-116.2942,anonymous,EN,1,2,2,,,,,,,,,,,,,,19.588,19.588,21.175,1,0,0,17.881,0,100,0,0,100,0,0,2,1,86,97,9,2,,24,1,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:09:05,2023-04-06 16:12:41,0,73.151.232.239,100,216,1,2023-04-06 16:12:43,R_00ABRTnFmKFUdKp,,,,,37.6752,-120.9465,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.426,0,0,0,13.906,0,100,0,0,91,8,7,2,1,50,40,20,1,,25,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:10:22,2023-04-06 16:12:47,0,69.23.88.93,100,144,1,2023-04-06 16:12:47,R_wLQ7zc4bXaJDBT3,,,,,44.4974,-88.0268,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.349,0,0,0,11.885,0,0,0,8,100,4,1,2,1,79,65,3,1,,38,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:10:00,2023-04-06 16:12:47,0,69.136.249.77,100,167,1,2023-04-06 16:12:48,R_2zeTDLzCKdurof3,,,,,39.3773,-74.6123,anonymous,EN,1,2,2,0,0,13.203,0,0,0,13.644,0,100,100,100,70,60,,,,,,,,,,,,,,,1,1,5,100,40,2,,60,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:09:21,2023-04-06 16:12:56,0,68.199.125.216,100,215,1,2023-04-06 16:12:57,R_2frnblvVRqXiFWW,,,,,41.2182,-73.8911,anonymous,EN,1,2,2,0,0,99.246,0,0,0,14.28,0,84,33,88,57,62,,,,,,,,,,,,,,,1,1,13,61,69,1,,34,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:07:29,2023-04-06 16:13:03,0,96.227.48.232,100,334,1,2023-04-06 16:13:03,R_2wpIKnLprqQT6tS,,,,,39.9664,-75.1685,anonymous,EN,1,2,2,0.558,0.558,26.192,1,0,0,34.201,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,24,9,23,1,,36,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:10:00,2023-04-06 16:13:07,0,73.181.87.249,100,186,1,2023-04-06 16:13:08,R_T0Byuyp4yQ8m5Ud,,,,,39.6511,-104.9921,anonymous,EN,1,2,2,0,0,26.89,0,0,0,12.932,0,92,9,100,60,74,,,,,,,,,,,,,,,1,1,34,76,30,1,,50,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:09:42,2023-04-06 16:13:08,0,108.83.220.42,100,206,1,2023-04-06 16:13:09,R_VQfdwf5iZ0rxde1,,,,,41.792,-88.166,anonymous,EN,1,2,2,0,0,39.611,0,0,0,12.552,0,100,0,100,75,75,,,,,,,,,,,,,,,1,1,55,95,30,1,,38,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:09:39,2023-04-06 16:13:11,0,141.157.253.142,100,211,1,2023-04-06 16:13:11,R_3HGMnoSTmRcf6NC,,,,,40.7852,-73.8098,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,20.741,0,0,0,14.323,0,100,0,0,100,0,0,2,1,50,61,0,2,,31,5,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:09:17,2023-04-06 16:13:26,0,50.25.12.19,100,248,1,2023-04-06 16:13:27,R_1pWIifLjUTFgOUv,,,,,38.9755,-80.2407,anonymous,EN,1,2,2,,,,,,,,,,,,,,7.347,26.2,27.549,5,11.972,11.972,13.791,1,100,0,23,100,12,30,2,1,42,49,30,1,,35,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:10:03,2023-04-06 16:13:28,0,47.221.5.71,100,205,1,2023-04-06 16:13:29,R_11YfCDqIV9YWBt1,,,,,30.0529,-95.1783,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,32.482,0,11.059,11.059,11.534,1,100,0,0,50,8,0,2,1,50,50,8,2,,40,7,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:10:54,2023-04-06 16:13:29,0,72.83.166.134,100,154,1,2023-04-06 16:13:29,R_cOS9GTsN0hcASDT,,,,,38.9489,-76.9352,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.411,0,0,0,11.2,0,81,20,0,80,60,60,2,1,50,100,20,1,,21,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:11:35,2023-04-06 16:13:30,0,45.36.165.238,100,115,1,2023-04-06 16:13:31,R_2ZBOqfrut0sJWbC,,,,,36.002,-80.0004,anonymous,EN,1,2,2,0,0,16.829,0,0,0,36.654,0,80,80,100,100,100,,,,,,,,,,,,,,,1,1,50,70,70,1,,29,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:11:21,2023-04-06 16:13:31,0,73.41.212.11,100,129,1,2023-04-06 16:13:31,R_2wS0CQVz7TYcZrz,,,,,38.768,-121.3349,anonymous,EN,1,2,2,0,0,12.329,0,0,0,16.265,0,80,29,84,77,39,,,,,,,,,,,,,,,1,1,35,70,62,1,,32,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:09:56,2023-04-06 16:13:34,0,76.147.49.213,100,217,1,2023-04-06 16:13:34,R_2UXSslDe5LLqXqR,,,,,47.648,-117.4209,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,33.338,0,0,0,15.693,0,100,0,0,100,100,20,2,1,20,100,40,1,,38,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:10:17,2023-04-06 16:13:34,0,70.59.23.143,100,196,1,2023-04-06 16:13:34,R_Ua87fzRS7QS5IT7,,,,,39.7388,-104.9868,anonymous,EN,1,2,2,,,,,,,,,,,,,,6.528,6.549,24.259,2,1.92,1.92,13.96,1,100,0,0,100,0,0,1,1,40,100,80,1,,18,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:08:59,2023-04-06 16:13:35,0,73.113.250.110,100,276,1,2023-04-06 16:13:35,R_2TXZSjc7BxwTgke,,,,,33.5256,-81.9369,anonymous,EN,1,2,2,9.866,9.866,29.678,1,0,0,14.356,0,89,71,82,39,28,,,,,,,,,,,,,,,1,1,98,90,35,2,,57,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:08:58,2023-04-06 16:13:37,0,68.11.236.126,100,278,1,2023-04-06 16:13:37,R_1pQJDsUjtCcFJii,,,,,30.3251,-92.0396,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.72,0,0,0,25.118,0,100,0,0,100,0,10,2,1,50,0,0,2,,37,1,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:09:22,2023-04-06 16:13:39,0,66.170.213.237,100,257,1,2023-04-06 16:13:39,R_10Vq7ofNhekSoWa,,,,,31.3357,-94.7272,anonymous,EN,1,2,2,0,0,28.081,0,0,0,13.679,0,100,0,100,0,5,,,,,,,,,,,,,,,1,1,75,55,50,1,,44,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:10:36,2023-04-06 16:13:45,0,24.140.34.90,100,188,1,2023-04-06 16:13:46,R_1DBZombn8sS3CpE,,,,,40.8142,-81.9387,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.846,0,0,0,11.103,0,100,0,0,100,2,1,2,1,90,50,50,1,,56,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:11:00,2023-04-06 16:13:47,0,72.182.35.134,100,167,1,2023-04-06 16:13:48,R_1FnRHfzV9DZ8CCc,,,,,30.32,-97.7378,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,25.853,0,0,0,11.27,0,100,2,0,100,75,22,2,1,50,51,43,1,,50,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:08:30,2023-04-06 16:13:48,0,67.167.68.72,100,317,1,2023-04-06 16:13:48,R_3HoeOhS4oqwyPNM,,,,,41.5144,-88.0608,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,37.072,0,0,0,14.243,0,75,88,70,100,100,100,2,1,43,81,2,2,,20,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:10:49,2023-04-06 16:13:49,0,72.184.237.108,100,180,1,2023-04-06 16:13:50,R_1isB6oKeTwEVuBU,,,,,28.0303,-82.7816,anonymous,EN,1,2,2,0,0,18.953,0,0,0,11.519,0,73,31,99,31,30,,,,,,,,,,,,,,,1,1,50,50,41,1,,72,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:08:42,2023-04-06 16:13:51,0,68.192.153.42,100,309,1,2023-04-06 16:13:52,R_3KqnN7ZGGvgnuh4,,,,,40.6462,-73.9559,anonymous,EN,1,2,2,33.242,44.601,54.677,3,0,0,12.69,0,41,65,65,75,82,,,,,,,,,,,,,,,1,1,39,30,20,1,,25,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:09:25,2023-04-06 16:13:54,0,76.146.158.173,100,268,1,2023-04-06 16:13:55,R_1T6mVhGhXM0nDTb,,,,,47.6987,-117.4397,anonymous,EN,1,2,2,0,0,14.954,0,0,0,14.502,0,90,15,99,55,40,,,,,,,,,,,,,,,1,1,20,40,25,4,Non Binary,31,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:11:39,2023-04-06 16:13:54,0,98.167.233.68,100,134,1,2023-04-06 16:13:55,R_RzgZZALFarrEUiR,,,,,33.3725,-112.5768,anonymous,EN,1,2,2,,,,,,,,,,,,,,8.766,8.766,18.877,1,0,0,11.196,0,100,0,0,100,0,0,1,1,91,70,68,1,,31,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:09:41,2023-04-06 16:13:56,0,71.80.58.45,100,255,1,2023-04-06 16:13:57,R_Aoo8BjT0zgJAgo1,,,,,35.7313,-81.2165,anonymous,EN,1,2,2,0,0,17.255,0,0,0,11.817,0,100,0,100,0,20,,,,,,,,,,,,,,,1,1,15,10,0,1,,35,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:11:34,2023-04-06 16:13:59,0,47.195.232.219,100,145,1,2023-04-06 16:14:00,R_1d4Bk2Rb7zez3qD,,,,,27.2545,-82.5423,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.814,0,0,0,12.684,0,100,0,0,100,0,0,2,1,61,100,95,1,,67,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 15:39:35,2023-04-06 16:14:02,0,172.56.93.237,100,2066,1,2023-04-06 16:14:03,R_1FQXzrU3JCg6jvl,,,,,29.4231,-98.5705,anonymous,EN,1,2,2,0,0,1858.347,0,0,0,94.482,0,14,15,97,26,17,,,,,,,,,,,,,,,2,1,8,23,29,2,,32,7,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:10:44,2023-04-06 16:14:06,0,72.241.1.84,100,201,1,2023-04-06 16:14:06,R_2Sxc8cK93mRapSe,,,,,41.6332,-83.579,anonymous,EN,1,2,2,0,0,39.207,0,0,0,16.801,0,100,20,100,20,40,,,,,,,,,,,,,,,1,1,16,100,0,2,,53,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:10:25,2023-04-06 16:14:12,0,98.151.192.68,100,227,1,2023-04-06 16:14:13,R_1P6805dzUDgOuih,,,,,19.6531,-155.9798,anonymous,EN,1,2,2,0,0,25.935,0,0,0,11.937,0,100,0,100,4,3,,,,,,,,,,,,,,,1,1,15,67,60,1,,48,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:10:09,2023-04-06 16:14:17,0,76.123.123.230,100,248,1,2023-04-06 16:14:18,R_3e84tm4jHO8vhT0,,,,,29.6669,-81.6579,anonymous,EN,1,2,2,1.619,17.924,21.247,3,0,0,12.228,0,100,0,100,15,40,,,,,,,,,,,,,,,1,1,15,75,60,1,,39,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:12:22,2023-04-06 16:14:21,0,76.205.135.128,100,119,1,2023-04-06 16:14:21,R_2fKhzjbRVcqaO1l,,,,,35.9306,-86.8788,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.545,0,0,0,11.668,0,100,0,0,100,10,5,2,1,57,30,20,1,,31,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:11:29,2023-04-06 16:14:25,0,72.81.245.191,100,175,1,2023-04-06 16:14:25,R_R2d9CQ3bcRwMEz7,,,,,38.9894,-76.5494,anonymous,EN,1,2,2,0,0,25.716,0,0,0,11.793,0,100,10,100,30,15,,,,,,,,,,,,,,,1,1,65,50,60,1,,41,7,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:10:14,2023-04-06 16:14:25,0,47.229.202.143,100,250,1,2023-04-06 16:14:26,R_12utlf32ZrUVMLH,,,,,34.137,-118.2376,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,24.699,0,0,0,20.167,0,95,0,20,100,10,10,2,1,40,60,30,1,,30,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:10:37,2023-04-06 16:14:26,0,71.69.169.74,100,228,1,2023-04-06 16:14:27,R_1oC53BddP9NxMSX,,,,,35.7633,-78.71,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,20.456,0,0,0,19.88,0,95,5,0,100,25,35,2,1,16,50,62,2,,26,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:09:18,2023-04-06 16:14:34,0,24.175.94.94,100,315,1,2023-04-06 16:14:34,R_3rNbr7TIrU1YXJH,,,,,26.165,-97.9892,anonymous,EN,1,2,2,,,,,,,,,,,,,,4.349,38.424,39.256,2,11.924,12.879,13.319,2,100,0,50,100,0,0,2,1,0,85,75,1,,28,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:11:30,2023-04-06 16:14:40,0,96.32.132.99,100,189,1,2023-04-06 16:14:40,R_1FJoHMe6aPf95Xq,,,,,33.9332,-83.3536,anonymous,EN,1,2,2,0,0,26.211,0,0,0,12.921,0,99,7,86,86,79,,,,,,,,,,,,,,,1,1,80,84,58,1,,22,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:13:56,2023-04-06 16:14:44,0,72.134.87.119,100,48,1,2023-04-06 16:14:45,R_2yrST6ji0LyUy0e,,,,,34.0544,-118.2441,anonymous,EN,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 16:02:09,2023-04-06 16:14:50,0,174.232.200.6,100,760,1,2023-04-06 16:14:50,R_2WNDe8jOet4qpO4,,,,,34.0544,-118.244,anonymous,EN,1,2,2,,,,,,,,,,,,,,43.636,99.858,121.27,7,0,0,36.451,0,100,0,0,100,10,10,2,1,50,90,10,2,,68,3,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:11:24,2023-04-06 16:15:00,0,71.200.31.67,100,215,1,2023-04-06 16:15:00,R_0vSkdswyOdM3FFD,,,,,39.1181,-76.8396,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,28.428,0,0,0,14.093,0,100,20,0,100,20,20,2,1,50,98,40,2,,24,1,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:11:55,2023-04-06 16:15:00,0,73.78.207.111,100,185,1,2023-04-06 16:15:01,R_Xh855yLxtTNuYLL,,,,,39.5523,-104.8883,anonymous,EN,1,2,2,0,0,18.378,0,0,0,11.118,0,100,51,100,44,29,,,,,,,,,,,,,,,1,1,50,83,16,2,,34,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:08:34,2023-04-06 16:15:11,0,12.181.118.107,100,396,1,2023-04-06 16:15:11,R_2EgBdzl7fTLjL0m,,,,,35.3965,-119.1268,anonymous,EN,1,2,2,0,0,28.933,0,0,0,15.341,0,91,9,100,25,14,,,,,,,,,,,,,,,1,1,10,30,71,1,,24,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:12:13,2023-04-06 16:15:15,0,50.82.106.45,100,181,1,2023-04-06 16:15:15,R_UFvLRfDgKuwMiNr,,,,,36.4871,-76.1146,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,26.186,0,9.977,9.977,11.144,1,100,0,0,80,0,0,2,1,90,100,60,1,,35,3,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:13:04,2023-04-06 16:15:19,0,107.199.108.135,100,135,1,2023-04-06 16:15:20,R_1DZSFNaJ2LwiO6N,,,,,36.1515,-86.792,anonymous,EN,1,2,2,0,0,24.228,0,0,0,11.642,0,100,0,100,56,55,,,,,,,,,,,,,,,1,1,0,39,49,1,,31,7,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:12:11,2023-04-06 16:15:26,0,162.232.244.16,100,195,1,2023-04-06 16:15:27,R_3L5eR1EHyXwoDCs,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,0,0,22.437,0,0,0,14.654,0,85,65,96,55,42,,,,,,,,,,,,,,,1,1,17,67,22,1,,34,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:12:52,2023-04-06 16:15:28,0,174.106.136.64,100,156,1,2023-04-06 16:15:29,R_1n8A2i4fQKsxH8z,,,,,34.4344,-77.9234,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,19.279,0,0,0,19.213,0,100,0,0,100,0,0,2,1,3,85,0,2,,53,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:11:35,2023-04-06 16:15:30,0,73.209.199.200,100,234,1,2023-04-06 16:15:30,R_scamDmCnFWcQSNH,,,,,41.8486,-87.6288,anonymous,EN,1,2,2,0,0,65.541,0,0,0,11.93,0,80,20,90,81,81,,,,,,,,,,,,,,,1,1,11,72,8,2,,23,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:12:18,2023-04-06 16:15:33,0,76.126.3.118,100,194,1,2023-04-06 16:15:33,R_29b6Y06KvGzxVkd,,,,,37.7201,-122.4414,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.57,0,11.243,11.243,11.652,1,100,0,0,100,45,15,2,1,0,45,32,1,,20,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:12:31,2023-04-06 16:15:35,0,216.170.193.50,100,184,1,2023-04-06 16:15:36,R_Tbz2pOlr6Yo42HL,,,,,44.0185,-121.2984,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.773,0,0,0,11.033,0,93,11,40,95,20,8,2,1,81,82,50,2,,37,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:12:09,2023-04-06 16:15:43,0,74.109.112.148,100,213,1,2023-04-06 16:15:43,R_3dZg7GCBZgidu4l,,,,,39.9544,-75.1657,anonymous,EN,1,2,2,0,0,49.095,0,0,0,11.163,0,100,21,100,68,36,,,,,,,,,,,,,,,1,1,42,16,57,2,,21,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:11:58,2023-04-06 16:15:48,0,104.177.85.57,100,229,1,2023-04-06 16:15:48,R_1eQuHnmy1KVGMxk,,,,,34.1657,-118.3409,anonymous,EN,1,2,2,0,0,25.702,0,0,0,14.793,0,100,31,100,89,88,,,,,,,,,,,,,,,1,1,33,64,34,1,,38,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:12:46,2023-04-06 16:16:11,0,172.1.65.34,100,204,1,2023-04-06 16:16:12,R_1P1MzTE40ETZnJP,,,,,37.5234,-120.8517,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,22.186,0,0,0,13.563,0,80,80,0,85,35,20,2,1,85,95,10,1,,36,1,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:11:09,2023-04-06 16:16:19,0,98.253.42.127,100,309,1,2023-04-06 16:16:20,R_2tbrePlvbwePL7V,,,,,39.7684,-86.158,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.599,0,0,0,13.837,0,95,0,5,100,100,5,2,1,20,20,0,1,,68,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
